"No.","Time","Source","Destination","Protocol","Length","Info"
"249","67.181245","192.168.1.217","20.54.36.229","TCP","54","61025  >  443 [ACK] Seq=87 Ack=349 Win=515 Len=0"
"250","67.352674","fe80::2574:72d7:863d:3b1f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"251","67.384328","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"252","68.363567","fe80::2574:72d7:863d:3b1f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"253","69.364204","fe80::2574:72d7:863d:3b1f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"254","69.722474","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61307  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"255","69.742366","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61307 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"256","70.362463","192.168.1.217","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"257","70.484821","192.168.1.217","144.76.59.84","UDP","42","50494  >  36653 Len=0"
"258","70.496096","172.17.48.18","192.168.1.217","ICMP","110","Time-to-live exceeded (Time to live exceeded in transit)"
"259","70.760258","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"260","70.761274","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"261","70.815205","192.168.1.217","8.8.4.4","QUIC","1292","Initial, DCID=ffc7d003c7f8a68f, PKN: 1, PADDING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO"
"262","70.815811","192.168.1.217","8.8.4.4","QUIC","119","0-RTT, DCID=ffc7d003c7f8a68f"
"263","70.816249","192.168.1.217","8.8.4.4","QUIC","273","0-RTT, DCID=ffc7d003c7f8a68f"
"264","70.855688","8.8.4.4","192.168.1.217","QUIC","111","Protected Payload (KP0)"
"265","70.856089","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"266","70.856562","8.8.4.4","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"267","70.856735","8.8.4.4","192.168.1.217","QUIC","822","Protected Payload (KP0)"
"268","70.857652","192.168.1.217","8.8.4.4","QUIC","155","Protected Payload (KP0), DCID=ffc7d003c7f8a68f"
"269","70.857925","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=ffc7d003c7f8a68f"
"270","70.874657","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"271","70.876789","8.8.4.4","192.168.1.217","QUIC","835","Protected Payload (KP0)"
"272","70.876946","8.8.4.4","192.168.1.217","QUIC","68","Protected Payload (KP0)"
"273","70.877363","192.168.1.217","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=ffc7d003c7f8a68f"
"274","70.878964","192.168.1.217","142.250.184.35","QUIC","1292","Initial, DCID=e120d7313da53fd8, PKN: 1, PADDING, PING, PADDING, CRYPTO, PADDING"
"275","70.879489","192.168.1.217","142.250.184.35","QUIC","122","0-RTT, DCID=e120d7313da53fd8"
"276","70.880095","192.168.1.217","142.250.184.35","QUIC","721","0-RTT, DCID=e120d7313da53fd8"
"277","70.881712","8.8.4.4","192.168.1.217","QUIC","162","Protected Payload (KP0)"
"278","70.882152","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=ffc7d003c7f8a68f"
"279","70.903142","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"280","70.919601","142.250.184.35","192.168.1.217","QUIC","105","Protected Payload (KP0)"
"281","70.919973","142.250.184.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"282","70.920989","142.250.184.35","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"283","70.921151","142.250.184.35","192.168.1.217","QUIC","838","Protected Payload (KP0)"
"284","70.921993","192.168.1.217","142.250.184.35","QUIC","155","Protected Payload (KP0), DCID=e120d7313da53fd8"
"285","70.922270","192.168.1.217","142.250.184.35","QUIC","75","Protected Payload (KP0), DCID=e120d7313da53fd8"
"286","70.932921","142.250.184.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"287","70.943039","142.250.184.35","192.168.1.217","QUIC","162","Protected Payload (KP0)"
"288","70.943224","192.168.1.217","142.250.184.35","QUIC","75","Protected Payload (KP0), DCID=e120d7313da53fd8"
"289","70.974845","142.250.184.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"290","70.975125","142.250.184.35","192.168.1.217","QUIC","663","Protected Payload (KP0)"
"291","70.975154","192.168.1.217","142.250.184.35","QUIC","75","Protected Payload (KP0), DCID=e120d7313da53fd8"
"292","70.975372","192.168.1.217","142.250.184.35","QUIC","77","Protected Payload (KP0), DCID=e120d7313da53fd8"
"293","70.995716","142.250.184.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"294","71.044291","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"295","71.044768","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"296","71.068548","192.0.78.22","192.168.1.217","TCP","60","443  >  61079 [ACK] Seq=73 Ack=85 Win=65 Len=0"
"297","71.249463","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"298","71.249917","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"299","71.282467","192.0.78.22","192.168.1.217","TCP","60","443  >  61080 [ACK] Seq=73 Ack=85 Win=65 Len=0"
"300","71.469173","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"301","71.469698","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"302","71.493531","192.0.78.22","192.168.1.217","TCP","60","443  >  61082 [ACK] Seq=73 Ack=85 Win=65 Len=0"
"303","71.670607","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"304","71.670861","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"305","71.692549","192.0.78.22","192.168.1.217","TCP","60","443  >  61083 [ACK] Seq=73 Ack=85 Win=71 Len=0"
"306","71.866646","192.168.1.217","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"307","71.989770","192.168.1.233","192.168.1.255","UDP","77","48112  >  15600 Len=35"
"308","72.364034","fe80::2574:72d7:863d:3b1f","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"309","74.187513","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"310","74.206076","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"311","74.206247","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"312","74.211589","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"313","74.235217","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"314","74.247562","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"315","74.247756","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"316","74.247875","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"317","74.288964","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"318","74.289155","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"319","74.316393","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"320","74.322296","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"321","74.339250","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"322","74.350300","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"323","74.350488","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"324","74.350604","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"325","74.391672","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"326","74.391862","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"327","74.420282","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"328","74.426533","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"329","75.529966","192.168.1.117","192.168.1.255","UDP","309","50627  >  20002 Len=267"
"330","75.900244","20.54.232.160","192.168.1.217","TCP","60","443  >  61290 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"331","75.982675","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"332","76.904536","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"333","77.007496","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"334","77.008499","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"335","78.031017","192.168.1.233","192.168.1.255","UDP","77","40454  >  15600 Len=35"
"336","79.265782","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61306  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"337","79.265783","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61305  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"338","79.288052","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61305 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"339","79.291338","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61306 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"340","79.747915","192.168.1.217","204.79.197.239","TCP","55","[TCP Keep-Alive] 61316  >  443 [ACK] Seq=6558 Ack=7509 Win=132352 Len=1"
"341","79.771721","204.79.197.239","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61316 [ACK] Seq=7509 Ack=6559 Win=4194560 Len=0 SLE=6558 SRE=6559"
"342","79.976873","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"343","79.976907","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"344","80.188752","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"345","82.873452","XiaomiCo_55:a0:2c","Broadcast","ARP","42","ARP Announcement for 192.168.1.183"
"346","83.970222","72:70:d5:5c:ef:f1","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.119"
"347","84.072716","192.168.1.233","192.168.1.255","UDP","77","44067  >  15600 Len=35"
"348","84.562154","192.168.1.117","192.168.1.255","UDP","309","59082  >  20002 Len=267"
"349","87.964312","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"350","87.965378","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"351","90.012990","192.168.1.233","192.168.1.255","UDP","77","47140  >  15600 Len=35"
"352","92.985743","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"353","93.086262","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"354","93.598776","192.168.1.117","192.168.1.255","UDP","309","56278  >  20002 Len=267"
"355","93.800077","192.168.1.217","192.0.78.12","TCP","66","61318  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"356","93.819822","192.0.78.12","192.168.1.217","TCP","66","443  >  61318 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1452 SACK_PERM WS=512"
"357","93.819941","192.168.1.217","192.0.78.12","TCP","54","61318  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"358","93.820644","192.168.1.217","192.0.78.12","TLSv1.3","672","Client Hello"
"359","93.839745","192.0.78.12","192.168.1.217","TCP","60","443  >  61318 [ACK] Seq=1 Ack=619 Win=30720 Len=0"
"360","93.840811","192.0.78.12","192.168.1.217","TLSv1.3","292","Server Hello, Change Cipher Spec, Application Data, Application Data"
"361","93.841599","192.168.1.217","192.0.78.12","TLSv1.3","118","Change Cipher Spec, Application Data"
"362","93.841943","192.168.1.217","192.0.78.12","TLSv1.3","152","Application Data"
"363","93.842679","192.168.1.217","192.0.78.12","TCP","1506","61318  >  443 [ACK] Seq=781 Ack=239 Win=131840 Len=1452 [TCP segment of a reassembled PDU]"
"364","93.842679","192.168.1.217","192.0.78.12","TLSv1.3","1396","Application Data"
"365","93.842815","192.168.1.217","192.0.78.12","TLSv1.3","274","Application Data"
"366","93.861225","192.0.78.12","192.168.1.217","TCP","60","443  >  61318 [ACK] Seq=239 Ack=781 Win=30720 Len=0"
"367","93.861946","192.0.78.12","192.168.1.217","TLSv1.3","341","Application Data"
"368","93.862766","192.0.78.12","192.168.1.217","TLSv1.3","125","Application Data"
"369","93.862780","192.168.1.217","192.0.78.12","TCP","54","61318  >  443 [ACK] Seq=3795 Ack=597 Win=131328 Len=0"
"370","93.862895","192.168.1.217","192.0.78.12","TLSv1.3","85","Application Data"
"371","93.863667","192.0.78.12","192.168.1.217","TCP","60","443  >  61318 [ACK] Seq=597 Ack=3575 Win=36352 Len=0"
"372","93.882504","192.0.78.12","192.168.1.217","TCP","60","443  >  61318 [ACK] Seq=597 Ack=3826 Win=39424 Len=0"
"373","94.108071","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"374","94.109193","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"375","94.110238","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"376","94.371500","192.0.78.12","192.168.1.217","TLSv1.3","946","Application Data"
"377","94.419564","192.168.1.217","192.0.78.12","TCP","54","61318  >  443 [ACK] Seq=3826 Ack=1489 Win=132096 Len=0"
"378","96.053954","192.168.1.233","192.168.1.255","UDP","77","49073  >  15600 Len=35"
"379","97.180425","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"380","97.180459","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"381","98.042145","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"382","98.042663","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"383","98.066190","192.0.78.22","192.168.1.217","TCP","60","443  >  61079 [ACK] Seq=97 Ack=113 Win=65 Len=0"
"384","98.248370","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"385","98.248796","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"386","98.270265","192.0.78.22","192.168.1.217","TCP","60","443  >  61080 [ACK] Seq=97 Ack=113 Win=65 Len=0"
"387","98.468843","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"388","98.469037","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"389","98.492425","192.0.78.22","192.168.1.217","TCP","60","443  >  61082 [ACK] Seq=97 Ack=113 Win=65 Len=0"
"390","98.678907","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"391","98.679259","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"392","98.702024","192.0.78.22","192.168.1.217","TCP","60","443  >  61083 [ACK] Seq=97 Ack=113 Win=71 Len=0"
"393","101.427472","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"394","101.427711","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"395","101.427830","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"396","101.427934","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"397","101.451525","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"398","101.461840","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"399","101.462031","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"400","101.471270","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"401","101.512468","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"402","101.512676","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"403","101.512794","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"404","101.512898","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"405","101.552334","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"406","101.569298","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"407","101.569487","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"408","101.569607","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"409","101.618053","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"410","101.618422","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"411","101.618614","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"412","101.618732","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"413","101.993610","192.168.1.233","192.168.1.255","UDP","77","41837  >  15600 Len=35"
"414","102.634934","192.168.1.117","192.168.1.255","UDP","309","35027  >  20002 Len=267"
"415","102.990561","192.168.1.217","144.76.59.84","UDP","42","50494  >  36653 Len=0"
"416","103.002503","172.19.177.70","192.168.1.217","ICMP","110","Time-to-live exceeded (Time to live exceeded in transit)"
"417","105.167947","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"418","105.820014","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"419","108.035404","192.168.1.233","192.168.1.255","UDP","77","49391  >  15600 Len=35"
"420","110.287780","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"421","111.209342","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"422","111.311777","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"423","111.312867","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"424","111.670389","192.168.1.117","192.168.1.255","UDP","309","53420  >  20002 Len=267"
"425","112.092378","192.168.1.217","20.54.36.229","TLSv1.2","97","Application Data"
"426","112.145702","20.54.36.229","192.168.1.217","TLSv1.2","228","Application Data"
"427","112.199919","192.168.1.217","20.54.36.229","TCP","54","61025  >  443 [ACK] Seq=130 Ack=523 Win=514 Len=0"
"428","114.076793","192.168.1.233","192.168.1.255","UDP","77","57825  >  15600 Len=35"
"429","114.383884","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"430","114.383920","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"431","114.752003","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61307  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"432","114.771547","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61307 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"433","118.632932","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"434","119.288374","192.168.1.217","20.189.173.9","TCP","54","61235  >  443 [FIN, ACK] Seq=8739 Ack=1417 Win=511 Len=0"
"435","119.401639","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"436","119.471582","20.189.173.9","192.168.1.217","TCP","60","443  >  61235 [FIN, ACK] Seq=1417 Ack=8740 Win=2053 Len=0"
"437","119.471647","192.168.1.217","20.189.173.9","TCP","54","61235  >  443 [ACK] Seq=8740 Ack=1418 Win=511 Len=0"
"438","119.819029","192.168.1.217","8.8.4.4","QUIC","1292","Initial, DCID=b79ee3160739adf4, PKN: 1, PING, PING, PADDING, PING, PING, PING, CRYPTO, PADDING, PING, PING, PING, PING"
"439","119.819404","192.168.1.217","8.8.4.4","QUIC","117","0-RTT, DCID=b79ee3160739adf4"
"440","119.819723","192.168.1.217","8.8.4.4","QUIC","287","0-RTT, DCID=b79ee3160739adf4"
"441","119.857234","8.8.4.4","192.168.1.217","QUIC","101","Protected Payload (KP0)"
"442","119.858445","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"443","119.858548","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"444","119.858849","8.8.4.4","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"445","119.858989","8.8.4.4","192.168.1.217","QUIC","832","Protected Payload (KP0)"
"446","119.859038","8.8.4.4","192.168.1.217","QUIC","68","Protected Payload (KP0)"
"447","119.859104","8.8.4.4","192.168.1.217","QUIC","836","Protected Payload (KP0)"
"448","119.860286","192.168.1.217","8.8.4.4","QUIC","155","Protected Payload (KP0), DCID=b79ee3160739adf4"
"449","119.860641","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=b79ee3160739adf4"
"450","119.860785","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=b79ee3160739adf4"
"451","119.861070","192.168.1.217","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=b79ee3160739adf4"
"452","119.862613","192.168.1.217","142.251.209.14","QUIC","1292","Initial, DCID=97b5fc89cf364681, PKN: 1, PADDING, CRYPTO, PING, PING, PADDING, PING, PADDING, CRYPTO, PADDING"
"453","119.863168","192.168.1.217","142.251.209.14","QUIC","118","0-RTT, DCID=97b5fc89cf364681"
"454","119.881377","8.8.4.4","192.168.1.217","QUIC","162","Protected Payload (KP0)"
"455","119.881530","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"456","119.881958","8.8.4.4","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"457","119.882377","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=b79ee3160739adf4"
"458","119.901851","142.251.209.14","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"459","119.902017","142.251.209.14","192.168.1.217","QUIC","670","Protected Payload (KP0)"
"460","119.902861","192.168.1.217","142.251.209.14","QUIC","121","Handshake, DCID=97b5fc89cf364681"
"461","119.903127","192.168.1.217","142.251.209.14","QUIC","75","Protected Payload (KP0), DCID=97b5fc89cf364681"
"462","119.903887","192.168.1.217","142.251.209.14","QUIC","1288","Protected Payload (KP0), DCID=97b5fc89cf364681"
"463","119.904013","192.168.1.217","142.251.209.14","QUIC","1288","Protected Payload (KP0), DCID=97b5fc89cf364681"
"464","119.904090","192.168.1.217","142.251.209.14","QUIC","1292","Protected Payload (KP0), DCID=97b5fc89cf364681"
"465","119.904154","192.168.1.217","142.251.209.14","QUIC","134","Protected Payload (KP0), DCID=97b5fc89cf364681"
"466","119.909457","142.251.209.14","192.168.1.217","QUIC","68","Protected Payload (KP0)"
"467","119.924394","142.251.209.14","192.168.1.217","QUIC","162","Protected Payload (KP0)"
"468","119.925123","142.251.209.14","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"469","119.926287","142.251.209.14","192.168.1.217","QUIC","71","Protected Payload (KP0)"
"470","119.926746","142.251.209.14","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"471","119.926768","192.168.1.217","142.251.209.14","QUIC","75","Protected Payload (KP0), DCID=97b5fc89cf364681"
"472","119.949592","142.251.209.14","192.168.1.217","QUIC","982","Protected Payload (KP0)"
"473","119.950291","192.168.1.217","142.251.209.14","QUIC","77","Protected Payload (KP0), DCID=97b5fc89cf364681"
"474","119.950534","142.251.209.14","192.168.1.217","QUIC","264","Protected Payload (KP0)"
"475","119.976958","192.168.1.217","142.251.209.14","QUIC","75","Protected Payload (KP0), DCID=97b5fc89cf364681"
"476","119.997194","142.251.209.14","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"477","120.016610","192.168.1.233","192.168.1.255","UDP","77","52277  >  15600 Len=35"
"478","120.708724","192.168.1.117","192.168.1.255","UDP","309","57215  >  20002 Len=267"
"479","122.371290","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"480","124.296171","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61306  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"481","124.296173","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61305  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"482","124.315942","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61305 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"483","124.321414","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61306 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"484","124.778408","192.168.1.217","204.79.197.239","TCP","55","[TCP Keep-Alive] 61316  >  443 [ACK] Seq=6558 Ack=7509 Win=132352 Len=1"
"485","124.802201","204.79.197.239","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61316 [ACK] Seq=7509 Ack=6559 Win=4194560 Len=0 SLE=6558 SRE=6559"
"486","125.042177","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"487","125.042655","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"488","125.066262","192.0.78.22","192.168.1.217","TCP","60","443  >  61079 [ACK] Seq=121 Ack=141 Win=65 Len=0"
"489","125.249031","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"490","125.249445","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"491","125.271298","192.0.78.22","192.168.1.217","TCP","60","443  >  61080 [ACK] Seq=121 Ack=141 Win=65 Len=0"
"492","125.469271","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"493","125.469703","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"494","125.493373","192.0.78.22","192.168.1.217","TCP","60","443  >  61082 [ACK] Seq=121 Ack=141 Win=65 Len=0"
"495","125.671089","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"496","125.671503","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"497","125.693149","192.0.78.22","192.168.1.217","TCP","60","443  >  61083 [ACK] Seq=121 Ack=141 Win=71 Len=0"
"498","126.058070","192.168.1.233","192.168.1.255","UDP","77","38967  >  15600 Len=35"
"499","127.389049","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"500","128.413100","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"501","128.414124","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"502","128.415229","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"503","128.628866","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"504","128.628950","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"505","128.628984","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
